"ID","REFERENCE","INVOICE_DATE","ORDER_ID","AMOUNT","DESCRIPTION","STATUS","HOLD_REASON"
2753,,,603,,,,
2754,INV_PO012.1,2022-08-07 00:00:00.000,483,,Vehicle spare parts - Part Pay 1,Paid,
2755,INV_PO006.4,2022-06-17 00:00:00.000,551,50200,Fourth delivery,Paid,
2756,INV_PO006.4,2022-06-17 00:00:00.000,352,50200,Fourth delivery,Paid,
2757,INV_PO006.4,2022-06-17 00:00:00.000,852,50200,Fourth delivery,Paid,
2758,INV_PO008.2,2022-08-28 00:00:00.000,139,,Vehicle spare parts - Part Pay 2,Paid,
2759,INV_PO008.2,2022-08-28 00:00:00.000,238,,Vehicle spare parts - Part Pay 2,Paid,
2760,INV_PO008.2,2022-08-28 00:00:00.000,803,,Vehicle spare parts - Part Pay 2,Paid,
2761,INV_PO012.2,2022-09-04 00:00:00.000,807,40000,Vehicle spare parts - Part Pay 2,Paid,
2762,INV_PO012.2,2022-09-04 00:00:00.000,910,40000,Vehicle spare parts - Part Pay 2,Paid,
2763,INV_PO012.2,2022-09-04 00:00:00.000,911,40000,Vehicle spare parts - Part Pay 2,Paid,
2764,INV_PO012.1,2022-08-07 00:00:00.000,484,37800,Vehicle spare parts - Part Pay 1,Paid,
2765,INV_PO012.1,2022-08-07 00:00:00.000,556,37800,Vehicle spare parts - Part Pay 1,Paid,
2766,INV_PO012.1,2022-08-07 00:00:00.000,140,37800,Vehicle spare parts - Part Pay 1,Paid,
2767,INV_PO012.1,2022-08-07 00:00:00.000,863,37800,Vehicle spare parts - Part Pay 1,Paid,
2768,INV_PO012.2,2022-09-04 00:00:00.000,609,,Vehicle spare parts - Part Pay 2,Paid,
2769,INV_PO012.2,2022-09-04 00:00:00.000,660,,Vehicle spare parts - Part Pay 2,Paid,
2770,INV_PO012.2,2022-09-04 00:00:00.000,206,,Vehicle spare parts - Part Pay 2,Paid,
2771,INV_PO012.2,2022-09-04 00:00:00.000,912,,Vehicle spare parts - Part Pay 2,Paid,
2772,INV_PO012.3,2022-09-29 00:00:00.000,864,28000,Vehicle spare parts - Part Pay 3,Paid,
2773,INV_PO012.1,2022-08-07 00:00:00.000,487,7250,Vehicle spare parts - Part Pay 1,Paid,
2774,INV_PO012.1,2022-08-07 00:00:00.000,865,7250,Vehicle spare parts - Part Pay 1,Paid,
2775,INV_PO012.2,2022-09-04 00:00:00.000,348,,Vehicle spare parts - Part Pay 2,Paid,
2776,INV_PO012.3,2022-09-29 00:00:00.000,519,43750,Vehicle spare parts - Part Pay 3,Paid,
2777,INV_PO012.3,2022-09-29 00:00:00.000,377,43750,Vehicle spare parts - Part Pay 3,Paid,
2778,INV_PO012.3,2022-09-29 00:00:00.000,915,43750,Vehicle spare parts - Part Pay 3,Paid,
2779,INV_PO012.3,2022-09-29 00:00:00.000,350,12600,Vehicle spare parts - Part Pay 3,Paid,
2780,INV_PO012.3,2022-09-29 00:00:00.000,377,12600,Vehicle spare parts - Part Pay 3,Paid,
2781,INV_PO012.3,2022-09-29 00:00:00.000,815,12600,Vehicle spare parts - Part Pay 3,Paid,
2782,INV_PO012.3,2022-09-29 00:00:00.000,916,12600,Vehicle spare parts - Part Pay 3,Paid,
2783,INV_PO006.5,2022-07-27 00:00:00.000,482,70800,Fifth delivery,Paid,
2784,INV_PO006.5,2022-07-27 00:00:00.000,605,70800,Fifth delivery,Paid,
2785,INV_PO013.1,2022-09-28 00:00:00.000,157,,Car purchase,Paid,
2786,INV_PO013.1,2022-09-28 00:00:00.000,445,1974000,Car purchase,Paid,
2787,INV_PO013.1,2022-09-28 00:00:00.000,615,,Car purchase,Paid,
2788,INV_PO013.1,2022-09-28 00:00:00.000,756,,Car purchase,Paid,
2789,INV_PO006.6,2022-08-16 00:00:00.000,482,,Sixth delivery,Paid,
2790,INV_PO006.6,2022-08-16 00:00:00.000,551,,Sixth delivery,Paid,
2791,INV_PO006.6,2022-08-16 00:00:00.000,160,,Sixth delivery,Paid,
2792,INV_PO006.6,2022-08-16 00:00:00.000,444,,Sixth delivery,Paid,
2793,INV_PO006.6,2022-08-16 00:00:00.000,816,,Sixth delivery,Paid,
2794,INV_PO006.6,2022-08-16 00:00:00.000,902,,Sixth delivery,Paid,
2795,INV_PO006.6,2022-08-16 00:00:00.000,924,,Sixth delivery,Paid,
2796,INV_PO007.1,2022-07-30 00:00:00.000,226,4500,Trip for Saunders,Paid,
2797,INV_PO007.1,2022-07-30 00:00:00.000,284,4500,Trip for Saunders,Paid,
2798,INV_PO007.1,2022-07-30 00:00:00.000,141,4200,Trip for Mike,Paid,
2799,INV_PO007.1,2022-07-30 00:00:00.000,523,4800,Trip for Shobnee,Paid,
2800,INV_PO007.1,2022-07-30 00:00:00.000,921,4800,Trip for Shobnee,Paid,
2801,INV_PO007.1,2022-07-30 00:00:00.000,922,4800,Trip for Shobnee,Paid,
2802,INV_PO006.2,2022-04-18 00:00:00.000,178,4300,Second delivery,Paid,
2803,INV_PO006.2,2022-04-18 00:00:00.000,320,4300,Second delivery,Paid,
2804,,,925,,,,
2805,INV_PO014.1,2022-10-03 00:00:00.000,572,,Invoice payment SN#001,Paid,
2806,INV_PO014.1,2022-10-03 00:00:00.000,679,,Invoice payment SN#001,Paid,
2807,INV_PO014.1,2022-10-03 00:00:00.000,163,,Invoice payment SN#001,Paid,
2808,INV_PO014.1,2022-10-03 00:00:00.000,413,,Invoice payment SN#001,Paid,
2809,INV_PO014.1,2022-10-03 00:00:00.000,832,,Invoice payment SN#001,Paid,
2810,INV_PO014.2,2022-10-15 00:00:00.000,244,13250,Invoice payment SN#002,Paid,
2811,INV_PO014.2,2022-10-15 00:00:00.000,288,13250,Invoice payment SN#002,Paid,
2812,INV_PO014.2,2022-10-15 00:00:00.000,360,13250,Invoice payment SN#002,Paid,
2813,INV_PO014.2,2022-10-15 00:00:00.000,382,13250,Invoice payment SN#002,Paid,
2814,INV_PO014.2,2022-10-15 00:00:00.000,410,13250,Invoice payment SN#002,Paid,
2815,INV_PO014.2,2022-10-15 00:00:00.000,631,,Invoice payment SN#002,Paid,
2816,INV_PO014.2,2022-10-15 00:00:00.000,676,,Invoice payment SN#002,Paid,
2817,INV_PO014.2,2022-10-15 00:00:00.000,181,,Invoice payment SN#002,Paid,
2818,INV_PO014.2,2022-10-15 00:00:00.000,361,,Invoice payment SN#002,Paid,
2819,INV_PO014.3,2022-10-27 00:00:00.000,166,15900,Invoice payment SN#003,Paid,
2820,INV_PO014.3,2022-10-27 00:00:00.000,233,15900,Invoice payment SN#003,Paid,
2821,INV_PO014.3,2022-10-27 00:00:00.000,296,15900,Invoice payment SN#003,Paid,
2822,INV_PO014.3,2022-10-27 00:00:00.000,389,15900,Invoice payment SN#003,Paid,
2823,INV_PO014.3,2022-10-27 00:00:00.000,725,15900,Invoice payment SN#003,Paid,
2824,INV_PO014.3,2022-10-27 00:00:00.000,774,15900,Invoice payment SN#003,Paid,
2825,INV_PO014.4,2022-11-05 00:00:00.000,500,13850,Invoice payment SN#004,Pending,"1 faulty HD to return before payment"
2826,INV_PO014.4,2022-11-05 00:00:00.000,531,13850,Invoice payment SN#004,Pending,"1 faulty HD to return before payment"
2827,INV_PO014.4,2022-11-05 00:00:00.000,569,13850,Invoice payment SN#004,Pending,"1 faulty HD to return before payment"
2828,INV_PO014.4,2022-11-05 00:00:00.000,678,13850,Invoice payment SN#004,Pending,"1 faulty HD to return before payment"
2829,INV_PO014.4,2022-11-05 00:00:00.000,688,13850,Invoice payment SN#004,Pending,"1 faulty HD to return before payment"
2830,INV_PO014.4,2022-11-05 00:00:00.000,209,13850,Invoice payment SN#004,Pending,"1 faulty HD to return before payment"
2831,INV_PO014.4,2022-11-05 00:00:00.000,265,13850,Invoice payment SN#004,Pending,"1 faulty HD to return before payment"
2832,INV_PO014.4,2022-11-05 00:00:00.000,297,13850,Invoice payment SN#004,Pending,"1 faulty HD to return before payment"
2833,INV_PO014.4,2022-11-05 00:00:00.000,363,13850,Invoice payment SN#004,Pending,"1 faulty HD to return before payment"
2834,INV_PO014.4,2022-11-05 00:00:00.000,420,13850,Invoice payment SN#004,Pending,"1 faulty HD to return before payment"
2835,INV_PO014.4,2022-11-05 00:00:00.000,776,13850,Invoice payment SN#004,Pending,"1 faulty HD to return before payment"
2836,,,207,,,,
2837,,,210,,,,
2838,,,291,,,,
2839,,,414,,,,
2840,,,713,,,,
2841,,,763,,,,
2842,INV_PO014.3,2022-10-27 00:00:00.000,524,,Invoice payment SN#003,Paid,
2843,INV_PO014.3,2022-10-27 00:00:00.000,144,,Invoice payment SN#003,Paid,
2844,INV_PO014.3,2022-10-27 00:00:00.000,207,,Invoice payment SN#003,Paid,
2845,INV_PO014.3,2022-10-27 00:00:00.000,291,,Invoice payment SN#003,Paid,
2846,INV_PO014.3,2022-10-27 00:00:00.000,322,,Invoice payment SN#003,Paid,
2847,INV_PO014.3,2022-10-27 00:00:00.000,763,,Invoice payment SN#003,Paid,
2848,INV_PO014.3,2022-10-27 00:00:00.000,926,,Invoice payment SN#003,Paid,
2849,INV_PO014.1,2022-10-03 00:00:00.000,294,17300,Invoice payment SN#001,Paid,
2850,INV_PO014.1,2022-10-03 00:00:00.000,326,17300,Invoice payment SN#001,Paid,
2851,INV_PO014.1,2022-10-03 00:00:00.000,460,17300,Invoice payment SN#001,Paid,
2852,INV_PO014.1,2022-10-03 00:00:00.000,715,17300,Invoice payment SN#001,Paid,
2853,INV_PO014.1,2022-10-03 00:00:00.000,573,13500,Invoice payment SN#001,Paid,
2854,INV_PO014.1,2022-10-03 00:00:00.000,715,13500,Invoice payment SN#001,Paid,
2855,INV_PO014.1,2022-10-03 00:00:00.000,529,4275,Invoice payment SN#001,Paid,
2856,INV_PO014.1,2022-10-03 00:00:00.000,633,4275,Invoice payment SN#001,Paid,
2857,INV_PO014.1,2022-10-03 00:00:00.000,197,4275,Invoice payment SN#001,Paid,
2858,INV_PO014.1,2022-10-03 00:00:00.000,211,4275,Invoice payment SN#001,Paid,
2859,INV_PO014.1,2022-10-03 00:00:00.000,384,4275,Invoice payment SN#001,Paid,
2860,INV_PO014.1,2022-10-03 00:00:00.000,722,4275,Invoice payment SN#001,Paid,
2861,INV_PO014.1,2022-10-03 00:00:00.000,927,4275,Invoice payment SN#001,Paid,
2862,INV_PO014.1,2022-10-03 00:00:00.000,931,4275,Invoice payment SN#001,Paid,
2863,INV_PO014.1,2022-10-03 00:00:00.000,933,4275,Invoice payment SN#001,Paid,
2864,INV_PO014.3,2022-10-27 00:00:00.000,525,900,Invoice payment SN#003,Pending,Pointers not compatible with system
2865,INV_PO014.3,2022-10-27 00:00:00.000,574,900,Invoice payment SN#003,Pending,Pointers not compatible with system
2866,INV_PO014.3,2022-10-27 00:00:00.000,676,900,Invoice payment SN#003,Pending,Pointers not compatible with system
2867,INV_PO014.3,2022-10-27 00:00:00.000,323,900,Invoice payment SN#003,Pending,Pointers not compatible with system
2868,INV_PO014.3,2022-10-27 00:00:00.000,328,900,Invoice payment SN#003,Pending,Pointers not compatible with system
2869,INV_PO014.3,2022-10-27 00:00:00.000,358,900,Invoice payment SN#003,Pending,Pointers not compatible with system
2870,INV_PO014.3,2022-10-27 00:00:00.000,361,900,Invoice payment SN#003,Pending,Pointers not compatible with system
2871,INV_PO014.3,2022-10-27 00:00:00.000,386,900,Invoice payment SN#003,Pending,Pointers not compatible with system
2872,INV_PO014.3,2022-10-27 00:00:00.000,719,900,Invoice payment SN#003,Pending,Pointers not compatible with system
2873,INV_PO014.3,2022-10-27 00:00:00.000,720,900,Invoice payment SN#003,Pending,Pointers not compatible with system
2874,INV_PO014.3,2022-10-27 00:00:00.000,879,900,Invoice payment SN#003,Pending,Pointers not compatible with system
2875,INV_PO014.3,2022-10-27 00:00:00.000,928,900,Invoice payment SN#003,Pending,Pointers not compatible with system
2876,INV_PO014.4,2022-11-05 00:00:00.000,529,,Invoice payment SN#004,Paid,
2877,INV_PO014.4,2022-11-05 00:00:00.000,631,,Invoice payment SN#004,Paid,
2878,INV_PO014.4,2022-11-05 00:00:00.000,633,,Invoice payment SN#004,Paid,
2879,INV_PO014.4,2022-11-05 00:00:00.000,684,,Invoice payment SN#004,Paid,
2880,INV_PO014.4,2022-11-05 00:00:00.000,387,,Invoice payment SN#004,Paid,
2881,INV_PO014.4,2022-11-05 00:00:00.000,722,,Invoice payment SN#004,Paid,
2882,INV_PO014.4,2022-11-05 00:00:00.000,927,,Invoice payment SN#004,Paid,
2883,INV_PO014.4,2022-11-05 00:00:00.000,526,11900,Invoice payment SN#004,Paid,
2884,INV_PO014.4,2022-11-05 00:00:00.000,623,11900,Invoice payment SN#004,Paid,
2885,INV_PO014.4,2022-11-05 00:00:00.000,633,11900,Invoice payment SN#004,Paid,
2886,INV_PO014.4,2022-11-05 00:00:00.000,165,11900,Invoice payment SN#004,Paid,
2887,INV_PO014.4,2022-11-05 00:00:00.000,196,11900,Invoice payment SN#004,Paid,
2888,INV_PO014.4,2022-11-05 00:00:00.000,323,11900,Invoice payment SN#004,Paid,
2889,INV_PO014.4,2022-11-05 00:00:00.000,387,11900,Invoice payment SN#004,Paid,
2890,INV_PO014.4,2022-11-05 00:00:00.000,388,11900,Invoice payment SN#004,Paid,
2891,INV_PO014.4,2022-11-05 00:00:00.000,718,11900,Invoice payment SN#004,Paid,
2892,INV_PO014.4,2022-11-05 00:00:00.000,770,11900,Invoice payment SN#004,Paid,
2893,INV_PO014.1,2022-10-03 00:00:00.000,530,7920,Invoice payment SN#001,Paid,
2894,INV_PO014.1,2022-10-03 00:00:00.000,296,7920,Invoice payment SN#001,Paid,
2895,INV_PO014.1,2022-10-03 00:00:00.000,462,7920,Invoice payment SN#001,Paid,
2896,INV_PO014.2,2022-10-15 00:00:00.000,498,3550,Invoice payment SN#002,Pending,
2897,INV_PO014.2,2022-10-15 00:00:00.000,411,3550,Invoice payment SN#002,Pending,
2898,INV_PO014.2,2022-10-15 00:00:00.000,774,3550,Invoice payment SN#002,Pending,
2899,INV_PO014.2,2022-10-15 00:00:00.000,838,3550,Invoice payment SN#002,Pending,
2900,INV_PO014.2,2022-10-15 00:00:00.000,881,3550,Invoice payment SN#002,Pending,
2901,INV_PO014.1,2022-10-03 00:00:00.000,494,,Invoice payment SN#001,Paid,
2902,INV_PO014.1,2022-10-03 00:00:00.000,147,,Invoice payment SN#001,Paid,
2903,INV_PO014.1,2022-10-03 00:00:00.000,462,,Invoice payment SN#001,Paid,
2904,INV_PO014.1,2022-10-03 00:00:00.000,831,,Invoice payment SN#001,Paid,
2905,INV_PO014.1,2022-10-03 00:00:00.000,837,,Invoice payment SN#001,Paid,
2906,INV_PO014.1,2022-10-03 00:00:00.000,838,,Invoice payment SN#001,Paid,
2907,INV_PO014.1,2022-10-03 00:00:00.000,883,,Invoice payment SN#001,Paid,
2908,INV_PO014.3,2022-10-27 00:00:00.000,533,5300,Invoice payment SN#003,Paid,
2909,INV_PO014.3,2022-10-27 00:00:00.000,535,5300,Invoice payment SN#003,Paid,
2910,INV_PO014.3,2022-10-27 00:00:00.000,212,5300,Invoice payment SN#003,Paid,
2911,INV_PO014.3,2022-10-27 00:00:00.000,265,5300,Invoice payment SN#003,Paid,
2912,INV_PO014.3,2022-10-27 00:00:00.000,266,5300,Invoice payment SN#003,Paid,
2913,INV_PO014.3,2022-10-27 00:00:00.000,299,5300,Invoice payment SN#003,Paid,
2914,INV_PO014.3,2022-10-27 00:00:00.000,728,5300,Invoice payment SN#003,Paid,
2915,INV_PO014.3,2022-10-27 00:00:00.000,766,5300,Invoice payment SN#003,Paid,
2916,INV_PO014.3,2022-10-27 00:00:00.000,886,5300,Invoice payment SN#003,Paid,
2917,INV_PO014.3,2022-10-27 00:00:00.000,937,5300,Invoice payment SN#003,Paid,
2918,INV_PO014.3,2022-10-27 00:00:00.000,938,5300,Invoice payment SN#003,Paid,
2919,INV_PO014.3,2022-10-27 00:00:00.000,532,12125,Invoice payment SN#003,Paid,
2920,INV_PO014.3,2022-10-27 00:00:00.000,678,12125,Invoice payment SN#003,Paid,
2921,INV_PO014.3,2022-10-27 00:00:00.000,266,12125,Invoice payment SN#003,Paid,
2922,INV_PO014.3,2022-10-27 00:00:00.000,267,12125,Invoice payment SN#003,Paid,
2923,INV_PO014.3,2022-10-27 00:00:00.000,390,12125,Invoice payment SN#003,Paid,
2924,INV_PO014.3,2022-10-27 00:00:00.000,420,12125,Invoice payment SN#003,Paid,
2925,INV_PO014.3,2022-10-27 00:00:00.000,885,12125,Invoice payment SN#003,Paid,
2926,INV_PO014.3,2022-10-27 00:00:00.000,939,12125,Invoice payment SN#003,Paid,
2927,INV_PO014.1,2022-10-03 00:00:00.000,533,72500,Invoice payment SN#001,Pending,
2928,INV_PO014.1,2022-10-03 00:00:00.000,580,72500,Invoice payment SN#001,Pending,
2929,INV_PO014.1,2022-10-03 00:00:00.000,678,72500,Invoice payment SN#001,Pending,
2930,INV_PO014.1,2022-10-03 00:00:00.000,209,72500,Invoice payment SN#001,Pending,
2931,INV_PO014.1,2022-10-03 00:00:00.000,877,72500,Invoice payment SN#001,Pending,
2932,INV_PO014.1,2022-10-03 00:00:00.000,885,72500,Invoice payment SN#001,Pending,
2933,INV_PO014.1,2022-10-03 00:00:00.000,887,72500,Invoice payment SN#001,Pending,
2934,INV_PO014.1,2022-10-03 00:00:00.000,938,72500,Invoice payment SN#001,Pending,
2935,,,534,,,,
2936,,,577,,,,
2937,,,299,,,,
2938,,,465,,,,
2939,,,727,,,,
2940,,,766,,,,
2941,,,777,,,,
2942,,,839,,,,
2943,,,877,,,,
2944,,,887,,,,
2945,,,936,,,,
2946,,,938,,,,
2947,,,301,,,,
2948,INV_PO001,2022-02-28 00:00:00.000,503,,Part payment for vehicle spare parts,Paid,
2949,,,587,,,,
2950,,,366,,,,
2951,INV_PO003.1,2022-03-22 00:00:00.000,692,,Purchase of screens.,Paid,
2952,INV_PO003.1,2022-03-22 00:00:00.000,367,,Purchase of screens.,Paid,
2953,INV_PO003.1,2022-03-22 00:00:00.000,269,20300,Purchase of screens.,Paid,
2954,INV_PO003.1,2022-03-22 00:00:00.000,471,5000,Purchase of screens.,Paid,
2955,INV_PO003.1,2022-03-22 00:00:00.000,897,5000,Purchase of screens.,Paid,
2956,INV_PO001,2022-02-28 00:00:00.000,472,,Part payment for vehicle spare parts,Paid,
2957,INV_PO001,2022-02-28 00:00:00.000,898,,Part payment for vehicle spare parts,Paid,
2958,,,168,,,,
2959,INV_PO004,2022-02-15 00:00:00.000,333,,Payment for pen,Paid,
2960,INV_PO004,2022-02-15 00:00:00.000,187,,Payment for pencil,Paid,
2961,INV_PO001,2022-02-28 00:00:00.000,736,800,Part payment for vehicle spare parts,Paid,
2962,INV_PO002.2,2022-05-02 00:00:00.000,892,,Part payment for purchase of car,Paid,
2963,INV_PO003.2,2022-05-15 00:00:00.000,428,,Final payment for purchase of screens.,Paid,
2964,INV_PO004.1,2022-03-20 00:00:00.000,169,3000,Paper reams.,Paid,
2965,,,307,,,,
2966,INV_PO005.2,2022-06-22 00:00:00.000,790,8000,,Paid,
2967,INV_PO005.2,2022-06-22 00:00:00.000,189,,,Paid,
2968,INV_PO001.1,2022-04-04 00:00:00.000,648,3000,Final payment for vehicle spare parts,Paid,
2969,INV_PO001.1,2022-04-04 00:00:00.000,396,3000,Final payment for vehicle spare parts,Paid,
2970,INV_PO001.1,2022-04-04 00:00:00.000,791,3000,Final payment for vehicle spare parts,Paid,
2971,INV_PO001.1,2022-04-04 00:00:00.000,955,3000,Final payment for vehicle spare parts,Paid,
2972,INV_PO006.1,2022-03-22 00:00:00.000,902,24300,First delivery,Paid,
2973,INV_PO006.1,2022-03-22 00:00:00.000,924,24300,First delivery,Paid,
2974,,,652,,,,
2975,,,190,,,,
2976,INV_PO008.1,2022-08-02 00:00:00.000,438,25000,Computer oders invoice - 1,Paid,
2977,INV_PO008.1,2022-08-02 00:00:00.000,745,25000,Computer oders invoice - 1,Paid,
2978,INV_PO008.1,2022-08-02 00:00:00.000,803,25000,Computer oders invoice - 1,Paid,
2979,,,597,,,,
2980,,,218,,,,
2981,,,191,,,,
2982,INV_PO010.1,2022-08-15 00:00:00.000,550,,Electronic spare parts - Inv 1,Paid,
2983,INV_PO010.1,2022-08-15 00:00:00.000,598,,Electronic spare parts - Inv 1,Paid,
2984,INV_PO010.1,2022-09-02 00:00:00.000,743,28000,Electronic spare parts - Inv 2,Paid,
2985,INV_PO010.1,2022-09-02 00:00:00.000,600,18200,Electronic spare parts - Inv 2,Paid,
2986,INV_PO010.1,2022-09-02 00:00:00.000,154,18200,Electronic spare parts - Inv 2,Paid,
2987,INV_PO010.1,2022-09-02 00:00:00.000,219,18200,Electronic spare parts - Inv 2,Paid,
2988,INV_PO010.1,2022-09-02 00:00:00.000,478,18200,Electronic spare parts - Inv 2,Paid,
2989,INV_PO006.3,2022-05-21 00:00:00.000,667,,Third delivery,Paid,
2990,INV_PO006.3,2022-05-21 00:00:00.000,860,,Third delivery,Paid,
2991,,,513,,,,
2992,INV_PO012.1,2022-08-07 00:00:00.000,604,,Vehicle spare parts - Part Pay 1,Paid,
2993,INV_PO012.1,2022-08-07 00:00:00.000,658,,Vehicle spare parts - Part Pay 1,Paid,
2994,INV_PO012.1,2022-08-07 00:00:00.000,805,,Vehicle spare parts - Part Pay 1,Paid,
2995,INV_PO006.4,2022-06-17 00:00:00.000,605,50200,Fourth delivery,Paid,
2996,INV_PO006.4,2022-06-17 00:00:00.000,177,50200,Fourth delivery,Paid,
2997,INV_PO006.4,2022-06-17 00:00:00.000,313,50200,Fourth delivery,Paid,
2998,INV_PO006.4,2022-06-17 00:00:00.000,320,50200,Fourth delivery,Paid,
2999,INV_PO006.4,2022-06-17 00:00:00.000,444,50200,Fourth delivery,Paid,
3000,INV_PO006.4,2022-06-17 00:00:00.000,860,50200,Fourth delivery,Paid,
3001,INV_PO008.2,2022-08-28 00:00:00.000,404,,Vehicle spare parts - Part Pay 2,Paid,
3002,INV_PO012.2,2022-09-04 00:00:00.000,205,40000,Vehicle spare parts - Part Pay 2,Paid,
3003,INV_PO012.1,2022-08-07 00:00:00.000,516,37800,Vehicle spare parts - Part Pay 1,Paid,
3004,INV_PO012.1,2022-08-07 00:00:00.000,661,37800,Vehicle spare parts - Part Pay 1,Paid,
3005,INV_PO012.1,2022-08-07 00:00:00.000,193,37800,Vehicle spare parts - Part Pay 1,Paid,
3006,INV_PO012.1,2022-08-07 00:00:00.000,347,37800,Vehicle spare parts - Part Pay 1,Paid,
3007,INV_PO012.1,2022-08-07 00:00:00.000,406,37800,Vehicle spare parts - Part Pay 1,Paid,
3008,INV_PO012.1,2022-08-07 00:00:00.000,442,37800,Vehicle spare parts - Part Pay 1,Paid,
3009,INV_PO012.1,2022-08-07 00:00:00.000,809,37800,Vehicle spare parts - Part Pay 1,Paid,
3010,INV_PO012.1,2022-08-07 00:00:00.000,810,37800,Vehicle spare parts - Part Pay 1,Paid,
3011,INV_PO012.1,2022-08-07 00:00:00.000,864,37800,Vehicle spare parts - Part Pay 1,Paid,
3012,INV_PO012.2,2022-09-04 00:00:00.000,516,,Vehicle spare parts - Part Pay 2,Paid,
3013,INV_PO012.2,2022-09-04 00:00:00.000,610,,Vehicle spare parts - Part Pay 2,Paid,
3014,INV_PO012.2,2022-09-04 00:00:00.000,314,,Vehicle spare parts - Part Pay 2,Paid,
3015,INV_PO012.2,2022-09-04 00:00:00.000,347,,Vehicle spare parts - Part Pay 2,Paid,
3016,INV_PO012.2,2022-09-04 00:00:00.000,406,,Vehicle spare parts - Part Pay 2,Paid,
3017,INV_PO012.2,2022-09-04 00:00:00.000,753,,Vehicle spare parts - Part Pay 2,Paid,
3018,INV_PO012.2,2022-09-04 00:00:00.000,864,,Vehicle spare parts - Part Pay 2,Paid,
3019,INV_PO012.3,2022-09-29 00:00:00.000,607,28000,Vehicle spare parts - Part Pay 3,Paid,
3020,INV_PO012.3,2022-09-29 00:00:00.000,610,28000,Vehicle spare parts - Part Pay 3,Paid,
3021,INV_PO012.3,2022-09-29 00:00:00.000,222,28000,Vehicle spare parts - Part Pay 3,Paid,
3022,INV_PO012.3,2022-09-29 00:00:00.000,441,28000,Vehicle spare parts - Part Pay 3,Paid,
3023,INV_PO012.3,2022-09-29 00:00:00.000,810,28000,Vehicle spare parts - Part Pay 3,Paid,
3024,INV_PO012.1,2022-08-07 00:00:00.000,240,7250,Vehicle spare parts - Part Pay 1,Paid,
3025,INV_PO012.2,2022-09-04 00:00:00.000,662,,Vehicle spare parts - Part Pay 2,Paid,
3026,INV_PO012.3,2022-09-29 00:00:00.000,176,43750,Vehicle spare parts - Part Pay 3,Paid,
3027,INV_PO012.3,2022-09-29 00:00:00.000,258,12600,Vehicle spare parts - Part Pay 3,Paid,
3028,INV_PO012.3,2022-09-29 00:00:00.000,814,12600,Vehicle spare parts - Part Pay 3,Paid,
3029,INV_PO006.5,2022-07-27 00:00:00.000,239,70800,Fifth delivery,Paid,
3030,INV_PO013.1,2022-09-28 00:00:00.000,317,1974000,Car purchase,Paid,
3031,INV_PO013.1,2022-09-28 00:00:00.000,446,,Car purchase,Paid,
3032,INV_PO006.6,2022-08-16 00:00:00.000,283,,Sixth delivery,Paid,
3033,INV_PO006.6,2022-08-16 00:00:00.000,379,,Sixth delivery,Paid,
3034,INV_PO007.1,2022-07-30 00:00:00.000,616,4500,Trip for Saunders,Paid,
3035,INV_PO007.1,2022-07-30 00:00:00.000,822,4500,Trip for Saunders,Paid,
3036,INV_PO007.1,2022-07-30 00:00:00.000,452,4200,Trip for Mike,Paid,
3037,INV_PO007.1,2022-07-30 00:00:00.000,758,4200,Trip for Mike,Paid,
3038,INV_PO007.1,2022-07-30 00:00:00.000,825,4200,Trip for Mike,Paid,
3039,,,159,,,,
3040,INV_PO007.1,2022-07-30 00:00:00.000,455,4800,Trip for Shobnee,Paid,
3041,INV_PO007.1,2022-07-30 00:00:00.000,670,3700,Trip for Mikaen,Paid,
3042,INV_PO007.1,2022-07-30 00:00:00.000,286,3700,Trip for Mikaen,Paid,
3043,INV_PO007.1,2022-07-30 00:00:00.000,355,3700,Trip for Mikaen,Paid,
3044,INV_PO006.2,2022-04-18 00:00:00.000,666,4300,Second delivery,Paid,
3045,INV_PO006.2,2022-04-18 00:00:00.000,313,4300,Second delivery,Paid,
3046,INV_PO006.2,2022-04-18 00:00:00.000,341,4300,Second delivery,Paid,
3047,,,161,,,,
3048,,,357,,,,
3049,INV_PO014.1,2022-10-03 00:00:00.000,524,,Invoice payment SN#001,Paid,
3050,INV_PO014.1,2022-10-03 00:00:00.000,627,,Invoice payment SN#001,Paid,
3051,INV_PO014.1,2022-10-03 00:00:00.000,409,,Invoice payment SN#001,Paid,
3052,INV_PO014.1,2022-10-03 00:00:00.000,762,,Invoice payment SN#001,Paid,
3053,INV_PO014.1,2022-10-03 00:00:00.000,767,,Invoice payment SN#001,Paid,
3054,INV_PO014.1,2022-10-03 00:00:00.000,926,,Invoice payment SN#001,Paid,
3055,INV_PO014.2,2022-10-15 00:00:00.000,565,13250,Invoice payment SN#002,Paid,
3056,INV_PO014.2,2022-10-15 00:00:00.000,145,13250,Invoice payment SN#002,Paid,
3057,INV_PO014.2,2022-10-15 00:00:00.000,164,13250,Invoice payment SN#002,Paid,
3058,INV_PO014.2,2022-10-15 00:00:00.000,381,13250,Invoice payment SN#002,Paid,
3059,INV_PO014.2,2022-10-15 00:00:00.000,460,13250,Invoice payment SN#002,Paid,
3060,INV_PO014.2,2022-10-15 00:00:00.000,764,13250,Invoice payment SN#002,Paid,
3061,INV_PO014.2,2022-10-15 00:00:00.000,833,13250,Invoice payment SN#002,Paid,
